protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate
1,4,4,1966,52154,1,131,59,0.48,0.11,158,12,0.97,0.14,0.61,0.94,0.3,0.24,0.55
2,65,9,3286,2509,1,148,17,0.66,0.6,58,186,0.71,0.6,0.97,0.14,0.45,0.4,0.04
2,10,4,995,68208,1,388,51,0.76,0.29,70,243,0.37,0.15,0.6,0.67,0.26,0.88,0.15
2,67,8,76,85362,1,82,49,0.48,0.14,62,20,0.44,0.38,0.33,0.64,0.92,0.03,0.17
0,10,3,2142,69694,1,392,9,0.99,0.34,129,50,0.69,0.35,0.82,0.76,0.01,0.31,0.63
0,17,6,956,64450,1,470,74,0.91,0.2,250,136,0.36,0.61,0.14,0.7,0.59,0.49,0.57
0,67,1,3044,62190,1,361,15,0.06,0.02,196,159,0.83,0.08,0.88,0.22,0.77,0.63,0.8
0,53,7,217,64980,1,342,29,0.27,0.15,153,152,0.15,0.1,0.97,0.29,0.73,0.03,0.46
2,35,11,3946,53273,0,83,53,0.3,0.88,167,126,0.91,0.61,0.97,0.17,0.64,0.41,0.47
1,4,7,2415,73343,0,412,25,0.18,0.01,139,141,0.3,0.64,0.15,0.92,0.41,0.34,0.16
2,68,2,3345,31171,0,450,85,0.31,0.77,230,252,0.15,0.34,0.55,0.52,0.92,0.03,0.74
1,11,5,1467,24525,0,73,81,0.42,0.75,59,200,0.86,0.15,0.58,0.98,0.33,0.36,0
1,44,4,4782,26513,0,355,91,0.05,0.56,165,42,0.24,0.89,0.19,0.45,0.75,0.93,0.42
1,60,10,2872,5797,1,214,28,0.13,0.21,204,78,0.84,0.05,0.55,0.55,0.93,0.27,0.19
0,62,9,32,98601,1,26,23,0.1,0.88,157,207,0.3,0.72,0.65,0.79,0.13,0.59,0.77
2,32,2,2919,7746,1,290,3,0.05,0.48,98,213,0.93,0.14,0.33,0.8,0.95,0.3,0.67
1,46,3,3487,89254,1,71,33,0.48,0.17,82,79,0.22,0.64,0.32,0.23,0.78,0.11,0.71
2,23,1,424,69474,0,350,71,0.33,0.43,246,26,0.07,0.66,0.06,0.29,0.62,0.29,0.15
0,37,10,4882,24316,0,177,69,0.94,0.19,137,166,0.94,0.8,0.96,0.1,0.37,0.47,0.67
1,58,5,3078,57077,1,89,90,0.1,0.38,46,110,0.17,0.4,0.8,0.81,0.9,0.3,0.69
0,43,3,4834,34362,1,177,17,0.93,0.5,204,38,0.94,0.02,0.76,0.79,0.04,0.62,0
0,15,4,4862,16334,0,457,81,0.09,0.36,137,183,0.82,0.81,0.02,0.08,0.43,0.95,0.32
2,67,4,1817,77093,1,27,67,0.62,0.66,193,97,0.08,0.44,0.62,0.26,0.76,0.07,0.09
1,2,6,3926,28880,1,449,67,0.25,0.94,71,138,0.45,0.85,0.18,0.45,0.81,0.72,0.68
0,5,10,4018,44257,0,289,34,0.83,0.35,103,211,0.07,0.78,0.66,0.54,0.2,0,0.21
2,53,7,4294,9673,1,328,8,0.06,0.36,42,11,0.33,0.5,0.62,0.52,0.05,0,0.26
1,45,7,714,62346,1,305,45,0.95,0.74,162,131,0.35,1,0.85,0.98,0.8,0.13,0.08
1,41,11,3207,69915,1,63,60,0.05,0.53,224,123,0.6,0.46,0.26,0.76,0.42,0.48,0.48
0,63,8,3980,48613,0,416,56,0.24,0.43,254,23,0.98,0.7,0.03,0.11,0.14,0.05,0.03
0,32,3,4383,32721,0,488,70,0.46,0.81,28,62,0.17,0.67,0.91,0.29,0.09,0.72,0.85
0,2,5,2024,35950,0,19,22,0.76,0.89,218,198,0.33,0.52,0.91,0.35,0.64,0.03,0.03
0,10,10,3873,20829,0,484,33,0.95,0.59,100,41,0.59,0.59,0.46,0.32,0.58,0.5,0.06
1,43,6,3729,95564,0,434,50,0.43,0.19,61,121,0.17,0.8,0.08,0.79,0.85,0.68,0.64
0,43,6,2614,60495,0,493,71,0.76,0.47,40,169,0.71,0.57,0.5,0.36,0.03,0.24,0.92
0,67,8,810,73107,0,278,83,0.73,0.5,182,93,0.4,0.45,0.52,0.49,0.87,0.58,0.89
0,23,5,2455,28363,1,487,46,0.57,0.43,59,4,0.95,0.66,0.82,0.53,0.89,0.26,0.08
1,60,5,2030,47068,0,346,52,0.69,0.26,206,131,0.63,0.04,0.72,0.27,0.45,0.21,0.29
2,6,1,1785,42733,1,67,74,0.04,0.47,173,212,0.36,0.11,0.07,0.32,0.08,0.82,0.52
2,13,1,1972,83271,0,238,87,0.44,0.45,223,51,0.72,0.13,0.71,0.78,0.95,0.33,0.03
1,21,6,716,91429,1,137,66,0.79,0.21,208,183,0.84,0.43,0.14,0.87,0.07,0.81,0.53
2,58,10,824,5613,1,163,21,0.47,0.9,167,107,0.8,0.87,0.09,0.04,0.59,0.22,0.45
1,28,10,1727,26606,0,327,24,0.87,0.89,170,243,0.26,0.64,0.4,0.61,0.49,0.36,0.59
0,8,5,2232,16595,1,335,48,0.83,0.76,139,191,0.42,0.97,0.08,0.63,0.84,0.1,0.92
2,58,11,762,1274,0,388,13,0.86,0.4,203,177,0.45,0.04,0.83,0.74,0.5,0.5,0.27
1,40,10,21,37030,1,293,64,0.13,0.37,254,72,0.39,0.72,0.46,0.69,0.47,0.38,0.64
1,1,6,2259,93726,1,28,5,0.24,0.72,166,70,0.31,0.31,0.59,0.88,0.88,0.01,0.43
0,65,9,4561,55119,1,256,18,0.03,0.61,57,69,0.75,0.02,0.58,0.08,0.96,0.46,0.44
1,10,8,3305,85654,0,393,75,0.98,0.6,123,8,0.01,0.83,0.98,0.39,0.55,0.07,0.65
2,60,7,4267,73311,1,291,37,0.24,0.12,140,123,0.29,0.16,0.92,0.78,0.45,0.84,0.95
0,69,7,4892,97552,1,112,54,0.37,0.62,170,136,0.14,0.21,0.85,0.85,0.83,0.49,0.86
1,20,6,1541,32279,0,240,32,0.27,0.9,191,227,0.13,0.34,0.38,0.26,0.83,0.69,0.64
0,62,6,4339,54690,0,243,28,0.04,0.09,250,147,0.28,0.79,0.15,0.59,0.32,0.82,0.46
1,13,1,420,79477,1,153,86,0.26,0.34,137,112,0.76,0.62,0.59,0.18,0.58,0.05,0.42
2,58,7,3544,44423,0,265,45,0.1,0.51,150,202,0.97,0.26,0.44,0.85,0.15,0.34,0.79
2,37,5,4436,35253,0,445,28,0.39,0.69,166,183,0.51,0.17,0.23,0.73,0.64,0.03,0.22
0,10,7,1983,23638,0,52,65,0.97,0.09,201,227,0.34,0.11,0.1,0.22,0.83,0.05,0.59
1,3,6,122,69906,0,481,70,0.7,0.87,250,201,0.83,0.15,0.44,0.62,0.19,0.04,0.5
0,34,8,4967,19782,1,401,75,0.71,0.04,57,72,0.07,0.87,0.65,0.51,0.32,0.48,0.65
0,34,3,433,22639,0,460,42,0.45,0.86,67,8,0.09,0.92,0.63,0.26,0.45,0.45,0.19
2,30,8,4165,37655,1,265,33,0.81,0.03,231,185,0.35,0.97,0.77,0.89,0.85,0.06,0.7
0,37,7,4746,22829,0,54,16,0.91,0.15,227,72,0.45,0.83,0.47,0.15,0.73,0.26,0.63
1,68,1,3482,332,0,133,13,0.96,0.8,244,212,0.8,0.89,0.32,0.47,0.32,0.24,0.18
2,34,3,2884,41986,0,191,21,0.1,0.86,30,7,0.93,0.82,0.54,0.58,0.24,0.3,0.45
1,32,10,2638,52385,1,124,59,0.88,0.98,121,46,0.53,0.96,0.98,0.82,0.7,0.64,0.68
0,58,4,3877,84044,1,431,47,0.23,0.12,154,150,0.5,0.85,0.05,0.15,0.48,0.7,0.9
2,24,9,1615,18616,1,218,39,0.4,0.53,200,81,0.21,0.46,0.53,0.61,0.59,0.34,0.12
1,9,6,3808,53109,1,365,88,0.35,0.08,54,172,0.45,0.32,0.33,0.01,0.65,0.79,0.01
1,41,7,226,92729,0,403,43,0.68,0.16,32,5,0.92,0.58,0.11,0.82,0.56,0.42,0.17
0,24,5,535,5282,1,483,27,0.6,0.17,22,226,0.39,0.61,0.43,0.23,0.61,0.52,0.99
1,25,3,1122,21524,0,322,37,0.11,0.06,136,153,0.21,0.57,0.64,0.72,0.89,0.15,0.77
0,36,5,4365,7744,1,301,3,0.78,0.89,109,175,0.34,0.71,0.53,0.6,0.87,0.23,0.61
0,8,7,3534,5697,0,71,76,0.44,0.13,66,171,0.51,0.7,0.03,0.05,0.15,0.73,0.13
0,59,9,658,99256,1,457,7,0,0.63,14,143,0.6,0.09,0.58,0.18,0.59,0.98,0.42
0,35,9,3107,68905,0,214,58,0.41,0.63,133,192,0.43,0.29,0.23,0.27,0.44,0.7,0.72
2,38,8,2321,22826,0,362,20,0.52,0.2,13,159,0.76,0.89,0.34,0.89,0.29,0.05,0.9
1,32,5,1166,11545,1,33,79,0.07,1,87,237,0.58,0.59,0.31,0.48,0.63,0.14,0.38
1,51,7,4991,6553,1,374,65,0.15,0.35,124,83,0.67,0.33,0.86,0.91,0.51,0.45,1
2,28,4,1971,55982,0,336,74,0.99,0.91,77,44,0.86,0.85,0.05,0.05,0.77,0.73,0.14
0,56,10,16,49316,0,171,14,0.87,0.95,83,223,0.87,0.25,0.35,0.01,0.09,0.17,0.39
0,8,5,1903,10183,1,344,79,0.13,0.95,24,175,0.2,0.41,0.39,0.95,0.3,0.75,0.88
0,41,4,1612,84625,0,456,98,0.58,0.75,35,140,0.62,0.28,0.62,0.72,0.03,0.56,0.65
0,23,3,3706,9931,1,350,49,0.38,0.25,206,64,0.72,0.87,0.79,0.78,0.75,0.77,0.81
2,54,11,435,28835,0,410,89,0.54,0.12,68,23,0.15,0.73,0.73,0.92,0.91,0.56,0.91
1,23,1,4071,98407,1,301,95,0.47,0.57,154,50,0.84,0.46,0.75,0.98,0.59,0.6,0.51
0,32,5,3455,72833,1,496,74,0.05,0.36,74,215,0.18,0.93,0.19,0.1,0.62,0.25,0.23
0,10,2,2004,20599,1,291,37,0.32,0.83,230,125,0.8,0.93,0.91,0.16,0.05,0.72,0.69
0,35,6,4953,49515,0,237,6,0.13,0.74,166,36,0.16,0.71,0.41,0.19,0.5,0.84,0.56
1,63,5,2733,9761,1,337,6,0.49,0.28,34,139,0.74,0.89,0.01,0.82,0.53,0.87,0.77
1,67,11,262,8061,1,437,28,0.91,0.02,34,86,0.15,0.72,0.67,0.36,0.04,0.03,0.51
2,36,2,2441,368,1,102,78,1,0.24,19,175,0.38,0.63,0.6,0.59,0.78,0.62,0.81
1,49,8,807,53101,1,10,13,0.94,0.57,3,249,0.14,0.42,0.13,0.86,0.28,0.99,0.9
1,46,5,2512,55015,1,41,13,0.99,0.08,116,56,0.27,0.27,0.96,0.68,0.72,0.59,0.75
0,27,2,357,5304,0,370,10,0.02,0.66,36,249,0.98,0.06,0.56,0.07,0.4,0.17,0.74
1,31,1,2401,55689,0,126,80,0.73,0.67,4,222,0.11,0.8,0.47,0.45,1,0.88,0.59
0,34,2,1274,48544,0,273,39,0.27,0.17,122,69,0.41,0.12,0.4,0.07,0.21,0.26,0.47
2,59,1,4471,28806,1,383,99,0.87,0.6,154,37,0.68,0.41,0.21,0.48,0.06,0.05,0.97
0,54,10,988,51244,0,327,79,0.81,0.61,203,212,0.09,0.23,0.95,0.22,0.98,0.43,0.65
2,66,10,17,96879,1,450,23,0.42,0.48,131,249,0.11,0.45,0.7,0,0.24,0.1,0.84
1,30,3,1738,58859,0,11,37,0.47,0.95,128,254,0.14,0.31,0.57,0.81,0.64,0.12,0.51
2,23,3,2763,64412,0,319,8,0.27,0.11,177,138,0.64,0.83,0.63,0.97,0.37,0.46,0.55
0,9,10,2997,594,0,498,90,0.29,0.41,9,184,0.91,0.98,0.84,0.96,0.64,0.61,0.66
1,55,1,913,17829,0,195,60,0.98,0.88,46,214,0.83,0.94,0.64,0.3,0.6,0.91,0.73
1,1,7,565,20006,1,430,86,0.89,0.39,194,42,0.98,0.62,0.11,0.83,0.71,0.71,0.45
0,56,10,2912,33533,0,20,5,0.19,0.42,14,158,0.58,0.98,0.7,0.68,0.02,0.84,0.36
1,39,7,1352,22424,0,397,98,0.28,0.67,3,94,0.96,0.4,0.56,0.8,0.84,0.41,0.24
0,18,9,1471,27792,1,471,27,0.11,0.67,2,22,0.3,0.52,0.97,0.85,0.48,0.32,0.42
2,42,5,3163,39204,0,273,19,0.99,0.02,86,230,0.42,0.26,0.73,0.98,0.52,0.59,0.21
2,65,4,611,60994,0,477,43,0.91,0.46,246,230,0.4,0.9,0.34,0.15,0.41,0.7,0.42
1,33,5,1062,21015,1,235,43,0.55,0.33,221,183,0.05,0.18,0.14,0.77,0.99,0.57,0.87
0,30,8,435,25209,0,487,35,0.69,0.63,161,166,0.83,0.61,0.48,0.73,0.8,0.26,0.98
0,5,8,647,88529,0,416,84,0.75,0.56,100,56,0.02,0.8,0.68,0.29,0.31,0.37,0.58
2,50,4,2409,21140,1,227,55,0.2,0.65,138,199,0.73,0.6,0.18,0.39,0.78,0.45,0.15
0,65,8,4017,57802,1,227,61,0.93,0.65,111,114,0.41,0.08,0.65,0.18,0.44,0.01,0.43
1,10,4,2609,56057,0,354,47,0.53,0.25,53,122,0.01,0.61,0.83,0.91,0.87,0.88,0.6
1,60,4,82,59816,0,341,77,0.09,0.25,172,164,0.29,0.77,0.16,0.88,0.03,0.51,0.37
2,27,11,1789,75408,0,272,56,0.4,0.37,166,78,0.35,0.19,0.71,0.61,0.36,0.75,0.21
0,28,8,1050,80748,1,279,82,0.6,0.24,149,139,0.96,0.74,0.07,0.51,0.43,0.17,0.23
1,45,2,3838,83813,1,395,18,0.35,0.68,223,135,0.66,0.88,0.01,0.23,0.74,0.56,0.47
1,52,4,4116,47764,0,124,65,0.7,0.6,163,96,0.54,0.99,0.03,0.79,0.18,0.93,0.22
1,66,1,2741,92227,1,398,96,0.88,0.22,195,82,0.13,0.41,0.63,0.01,0.29,0.21,0.25
0,62,1,797,82428,1,195,53,0.77,0.88,83,244,0.39,0.03,0.97,0.46,0.72,0.35,0.87
2,60,11,2526,71889,0,71,89,0.64,0.46,22,34,0.04,0.42,0.77,0.86,0.08,0.39,0.78
2,40,8,4751,2751,1,232,85,0.51,0.13,20,63,0.76,0.66,0.25,0.62,0.2,0.38,0.06
1,15,4,762,46379,1,173,91,0.25,0.21,100,2,0.16,0.89,0.07,0.64,0.75,0.6,0.32
2,7,6,617,10363,1,499,11,0.45,0.54,211,190,0.59,0.94,0.62,0.07,0.88,0.39,0.53
1,39,5,3880,19227,1,203,1,0.29,0.34,110,135,0.7,0.91,0,0.29,0.73,0.67,0.06
1,51,10,4806,74019,0,33,83,0.93,0.85,68,43,0.37,0.66,0.79,0.67,0.53,0.48,0.68
0,7,6,4432,29092,1,211,96,0.91,0.49,96,95,0.63,0.68,0.24,0.05,0.1,0.16,0.38
1,12,4,3863,49008,0,301,8,0.16,0.92,8,18,0.76,0,0.3,0.33,0.83,0.95,0.4
1,14,4,3686,61622,0,182,19,0.82,0.1,51,148,0.18,0.36,0.34,0.35,0.12,0.24,0.27
0,34,7,767,28918,0,241,55,0.7,0.67,154,7,0.6,0.91,0.76,0.5,0.39,0.56,0.33
0,39,1,3185,64599,0,489,16,0.98,0.89,51,214,0.73,0.69,0.27,0.36,0.05,0.06,0.86
2,64,9,1020,66185,1,51,99,0.46,0.29,246,52,0.36,0.47,0.28,0.45,0.71,0.92,0.79
0,12,10,3493,98864,0,371,66,0.72,0.14,193,249,0.16,0.1,0.54,0.55,0.5,0.93,0.94
1,34,3,1077,47175,0,380,12,0.52,0.46,154,37,0.29,0.25,0.46,0.13,0.91,0.36,0.7
0,27,4,3259,41729,1,343,93,0.07,0.96,246,98,0.93,0.55,0.96,0.18,0.14,0.12,0.58
0,22,9,3610,32034,1,407,74,0.05,0.63,47,46,0.36,0.9,0.26,0.83,0.82,0.77,0.26
2,18,5,1775,66039,1,29,62,0.12,0.64,43,103,0.11,0.1,0.09,0.46,0.51,0.26,0.67
0,46,4,2878,25203,0,6,86,0.3,0.67,137,42,0.08,0.15,0.54,0.36,0.37,0.7,0.91
1,44,6,1890,14996,0,423,98,0.26,0.04,163,60,0.18,0.66,0.18,0.43,0.64,0.92,0.07
1,18,1,1626,32602,1,133,58,0.73,0.45,210,242,0.13,0.29,0.41,0.17,0.79,0.59,0.44
1,37,10,3618,53014,1,96,21,0.72,0.08,147,128,0.5,0.17,0.19,0.24,0.44,0.86,0.15
0,7,1,4284,27935,0,424,37,0.97,0.32,176,104,0.35,0.18,0.88,0.52,0.23,0.22,0.81
0,68,5,1571,30425,1,346,5,0.31,0.82,80,247,0.84,0.49,0.33,0.36,0.92,0.91,0.61
1,60,5,4965,62534,1,462,70,0.94,0.66,156,80,0.88,0.58,0.77,0.48,0.31,0.23,0.88
0,48,11,3675,45216,0,82,32,0.61,1,3,78,0.47,0.9,0.95,0.15,1,0.23,0.06
2,51,9,1591,79632,1,277,67,0.5,0.17,146,124,0.89,0.53,0.94,0.16,0.77,0.88,0.91
2,52,1,2626,34942,1,315,10,0.67,0.4,13,233,0.45,0.69,0.52,0.38,0.69,0.55,0.07
2,52,3,1192,3527,1,217,69,0.7,0.81,155,32,0.64,0.18,0.98,0.38,0.01,0.8,0.29
2,54,3,4773,13993,1,404,88,0.17,0.22,244,166,0.16,0.71,0.66,0.88,0.45,0.8,0.16
1,41,4,4247,30224,1,280,84,0.75,0.15,40,167,0.05,0.65,0.13,0.03,0.5,0.65,0.15
0,42,7,1128,5423,1,131,62,0.73,0.43,39,26,0.16,0.22,0.89,0.99,0.38,0.19,0.17
2,22,7,3438,27113,0,86,37,1,0.38,58,30,0.25,0.67,0.47,0.96,0.15,0.69,0.48
1,39,10,1115,43246,0,328,95,0.91,0.98,57,254,0.75,0.21,0.15,0.54,0.37,0.06,0.78
2,23,5,4808,59567,1,366,47,0.68,0.46,24,169,0.17,0.59,0.79,0.72,0.07,0.2,0.9
0,48,9,4900,26833,0,313,81,0.71,0.86,221,103,0.13,0.67,0.62,0.94,0.29,0.64,0.57
2,33,7,1908,14307,1,366,49,0.95,0.89,119,137,0.93,0.69,0.88,0.25,0.08,0.91,0.16
2,41,2,4527,15928,0,93,24,0.97,0.16,22,32,0.69,0.91,0.83,0.32,0.75,0.77,0.08
2,30,3,3752,46268,1,71,82,0.83,0.72,51,184,0.47,0.95,0.32,0.11,0.67,0.33,0.49
2,47,11,1328,60924,0,326,26,0.77,0.28,218,53,0.09,0.81,0.26,0.56,0.94,0.82,0.77
0,57,7,4123,89643,1,326,55,0.11,0.09,212,135,0.85,0.88,0.73,0.16,0.38,0.97,0.62
1,57,5,1311,81814,1,332,7,0.83,0.87,216,204,0.11,0.02,0.57,0.93,0.79,0.33,0.58
2,62,7,4450,26571,1,191,78,0.25,0.29,76,151,0.61,0.36,0.07,0.43,0.59,0.19,0.05
1,57,9,4038,74361,0,214,41,0.56,0.35,210,81,0.67,0.04,0.18,0.92,0.65,0.2,0.41
0,68,9,1862,55254,0,47,2,0.41,0.32,239,180,0.4,0.22,0.15,0.21,0.55,0.4,0.55
0,25,3,2004,24372,0,218,30,0.35,0.2,204,149,0.91,0.38,0.59,0.69,0.78,0.05,0.6
2,40,8,3615,49652,1,89,81,0.31,0.43,166,76,0.05,0.87,0.09,0.65,0.04,0.49,0
1,17,6,2725,47415,0,275,20,0.86,0.43,224,214,0.82,0.51,0.21,0.4,0.08,0.73,0.2
2,48,4,2183,1563,0,484,56,0.77,0.41,127,151,0.55,0.65,0.55,0.9,0.1,0.53,0.95
0,39,4,153,20459,1,227,74,0.52,0.92,61,69,0.61,0.36,0.13,0.43,0.29,0.97,0.51
2,15,4,815,50326,1,397,24,0.66,0.34,49,18,0.99,0.6,0.25,0.2,0.59,0.46,0.7
2,17,7,1119,91710,0,217,12,0.98,0.03,23,229,0.58,0.82,0.91,0.98,0.65,0.01,0.31
1,35,6,3268,89606,1,240,91,0.4,0.18,4,37,0.8,0.3,0.7,0.44,0.71,0.47,0.59
0,33,2,2155,84078,0,301,15,0.55,0.72,76,135,0.15,0.93,0.31,0.21,0.28,0.93,0.36
2,18,5,1209,51136,1,416,73,0.53,0.59,209,61,0.81,0.21,0.88,0.36,0.65,0.1,0.3
2,30,5,453,89219,1,414,82,0.94,0.95,213,131,0.76,0.92,0.25,0.61,0.12,0.22,0.41
2,37,6,1106,16903,0,341,48,0.35,0.69,37,1,0.97,0.03,0.59,0.51,0.01,0.72,0.46
1,7,7,2796,42877,1,382,61,0.99,0.19,93,60,0.94,0.54,0.37,0.64,0.69,0.29,0.33
0,28,11,4544,34096,1,170,71,0.3,0.12,134,134,0.21,0.99,0.75,0.66,0.72,0.77,0.26
2,18,8,4416,23580,1,365,28,0.11,0.52,239,124,0.46,0.61,0.37,0.12,0.62,0.42,0.62
2,47,10,4373,88913,1,232,3,0.19,0.67,156,71,0.91,0.55,0.25,0.31,0.26,0.8,0.38
2,23,8,2659,14134,1,108,16,0.43,0.17,136,91,0.64,0.68,0.61,0.75,0.93,0.55,0.2
0,20,11,1037,41892,1,328,36,0.65,0.6,223,186,0.46,0.29,0.75,0.65,0.88,0.08,0.76
1,31,5,3333,23902,1,233,4,0.52,0.87,148,31,0.11,0.05,0.54,0.09,0.52,0.39,0.72
1,14,2,413,26117,1,170,99,0.38,0.73,144,8,0.35,0.25,0.72,0.32,0.99,0.33,0.89
2,23,10,2541,82327,1,135,9,0.56,0.66,141,206,0.67,0.18,0.42,0.93,0.3,0.81,0.56
2,2,8,4142,50683,1,131,12,0.84,0.79,252,119,0.78,0.92,0.8,0.86,0.49,0.62,0.28
1,29,6,1939,49775,1,37,74,0.84,0.1,247,143,0.45,0.85,0.59,0.67,0.93,0.78,0.86
1,50,3,655,81000,1,259,44,0.73,0.2,251,7,0.06,0.32,0.2,0.07,0.46,0.37,0.28
1,59,4,4044,2766,0,402,66,0.95,0.04,79,135,0.63,0.84,0.89,0.61,0.47,0.69,0.66
2,33,1,2479,53799,1,499,19,0.59,0.14,244,161,0.92,0.21,0.84,0.01,0.08,0.07,0.19
2,48,3,3861,51979,1,124,13,0.01,0.91,62,169,0.5,0.2,0.96,0.66,0.21,0.04,0.63
1,44,4,1347,69951,1,426,55,0.29,0.22,205,185,0.93,0.77,0.57,0.73,0.16,0.29,0.84
1,12,2,1316,29741,0,393,97,0.33,0.66,111,135,0.35,0.33,0.68,0.5,0.57,0.77,0.54
0,42,6,3606,97520,0,441,65,0.55,0.69,194,249,0.89,0.06,0.86,0,0.32,0.53,0.47
2,35,8,3838,66202,0,408,92,0.9,0.65,120,187,0.79,0.72,0.05,0.67,0.08,0.41,0.99
0,41,6,4058,11300,0,263,70,0.84,0.55,53,20,0.96,0.99,0.91,0.82,0.51,0.9,0.02
1,55,10,315,26360,1,353,3,0.23,0.49,122,71,0.79,0.57,0.27,0.59,0.67,0.5,0.33
2,13,3,220,5605,1,217,25,0.52,0.42,212,178,0.32,0.26,0.06,0.71,0.74,0.61,0.92
2,39,9,2261,99437,1,170,52,0.66,0.92,28,142,0.9,0.37,0.24,0.09,0.84,0.99,0.64
0,66,4,844,50661,0,98,16,0.99,0.01,254,118,0.67,0.65,0.59,0.72,0.48,0.52,0.54
0,35,6,1514,44349,1,358,43,0.03,0.05,18,143,0.16,0.7,0.05,0.61,0.39,0.78,0.64
0,33,4,1108,58959,0,186,56,0.46,0.49,7,210,0.05,0.89,0,0.33,0.68,0.41,0.32
0,36,4,1730,55371,0,213,68,0.99,0.33,21,138,0.37,0.91,0.64,0.69,0.01,0.04,0.07
2,13,11,3185,37473,0,358,8,0.98,0.41,41,227,0.79,0.86,0.45,0.65,0.63,0.83,0.28
1,56,2,1238,16294,1,312,80,0.33,1,167,219,0.62,0.65,0.84,0.6,0.41,0.94,0.34
1,46,10,2924,73092,1,232,44,0,0.78,201,125,0.53,0.45,0.26,0.18,0.45,0.43,0.48
1,46,2,1190,4683,1,442,38,0.59,0.88,253,235,0,0.68,0.28,0.3,0.3,0.5,0.39
0,44,2,4382,94800,1,402,23,0.87,0.37,108,65,0.44,0.67,0.08,0.99,0.13,0.42,0.52
1,46,2,3566,33076,0,167,6,0.32,0.24,138,183,0.16,0.22,0.54,0.43,0.4,1,0.2
0,69,8,2431,20746,1,306,43,0.93,0.77,31,156,0.45,0.51,0.37,0.06,0.31,0.9,0.18
0,31,10,2894,71712,1,161,44,0.33,0.81,42,98,0.99,0.21,0.34,0.9,0.96,0.04,0.35
1,24,4,1456,22567,1,284,80,0.61,0.55,205,176,0.88,0.9,0.46,0.17,0.94,0.78,0.47
1,32,4,1109,78509,0,184,80,0.72,0.9,197,3,0.31,0.32,0.85,0.4,0.64,0.6,0.34
1,67,10,1930,39647,0,25,23,0.35,0.97,59,188,0.59,0.81,0.11,0.28,0.9,0.03,0.58
2,16,10,3116,16094,1,142,16,0.35,0.47,118,241,0.5,0.38,0.52,0.96,0.75,0.44,0.31
0,57,11,622,22794,1,183,76,0.47,0.22,104,131,0.13,0.76,0.2,0.38,0.35,0.15,0.18
2,24,3,2337,2000,0,84,9,0.84,0.52,234,75,0.99,0.22,0.21,0.71,0.6,0.87,0.86
1,34,5,1930,8858,0,231,82,0.1,0.99,166,68,0.43,0.76,0.26,0.6,0.22,0.01,0.2
2,52,4,2744,65287,1,468,9,0.63,0.29,43,222,0.51,0.18,0.46,0.04,0.69,0.87,0.97
2,48,7,1258,34452,0,391,85,0.68,0.62,228,167,0.65,0.49,0.49,0.38,0.04,0.94,0.99
1,53,10,4501,81120,0,388,58,0.56,0.69,130,182,0.19,0.11,0.87,0.39,0.83,0.07,0.7
1,55,7,1968,62846,0,223,65,0.94,0.21,134,160,0.22,0.53,0.89,0.99,0.58,0.72,0.5
0,38,6,3295,38385,0,158,59,0.6,0.59,77,16,0.19,0.82,0.59,0.81,0.06,0.55,0.8
0,2,7,2023,6782,0,318,23,0.63,0.31,157,17,0.38,0.76,0.28,0.86,0.87,0.95,0.87
2,69,7,876,5116,0,185,69,0.6,0.85,236,139,0.2,0.05,0.82,0.31,0.88,0.8,0.71
1,53,8,2244,41405,0,421,19,0.72,0.71,206,100,0.93,0.49,0.79,0.33,0.85,0.69,0.1
0,50,11,2526,4383,1,183,35,0.14,0.83,158,32,0.71,0.85,0.8,0.52,0.77,0.93,0
0,29,1,3589,57176,0,85,97,0.89,0.2,89,121,0.9,0.65,0.02,0.63,0.68,0.16,0.19
2,55,3,4403,25657,1,65,55,0.04,0.03,168,227,0.85,0.06,0.75,0.73,0.4,0.38,0.19
2,61,3,344,22170,1,52,82,0.64,0.85,99,118,0.7,0.33,0.85,0.82,0.14,0.84,0.18
2,50,5,3672,13081,1,3,40,0.62,0.39,37,155,0.24,0.56,0.61,0.87,0.29,0.1,0.51
1,16,10,3068,69287,1,77,14,0.21,0.18,118,112,0.62,0.17,0.75,0.02,0.35,0.94,0.52
0,44,7,1913,46620,1,135,84,0.04,0.09,135,98,0.19,0.68,0.78,0.8,0.36,0.75,0.72
0,16,10,2445,97361,1,326,13,0.14,0.52,178,5,0.13,0.63,0.51,0.61,0.57,0.44,0.2
0,28,6,784,7785,0,70,53,0.27,0.15,230,89,0.63,0.2,0.81,0.53,0.21,0.34,0.09
2,57,4,1487,12564,0,162,80,0.88,0.57,146,92,0.62,0.55,0.79,0.63,0.19,0.15,0.67
1,26,6,4891,22479,1,96,95,0.86,0.73,136,146,0.16,0.81,0.92,0.88,0.72,0.09,0.48
2,11,7,3848,57183,1,16,39,0.06,0.54,199,3,0.35,0.37,0.92,0.55,0.01,0.42,0.67
2,1,4,449,99849,0,230,99,0.29,0.9,226,28,0.07,0.25,0.53,0.16,0.15,0.84,0.38
