,protocol_type,service,flag,src_bytes,dst_bytes,logged_in,count,srv_count,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,labels
4313,1,45,1,0,0,0,146,16,0.11,0.06,255,6,0.02,0.07,0.0,0.0,0.0,0.0,1.0,0
4314,1,22,9,312,2607,1,6,6,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4315,1,40,1,0,0,0,509,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.05,0.0,0.95,0
4316,1,58,5,0,0,0,270,3,0.01,0.05,255,3,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0
4317,1,15,5,0,0,0,140,2,0.01,0.06,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
4318,1,45,5,0,0,0,193,9,0.05,0.06,255,9,0.04,0.06,0.0,0.0,1.0,1.0,0.0,0
4319,1,9,5,0,0,0,245,3,0.01,0.06,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
4320,1,45,5,0,0,0,78,1,0.01,0.08,255,15,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
4321,1,40,1,0,0,0,424,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.08,0.0,0.91,0
4322,1,19,9,19,0,1,1,1,1.0,0.0,19,65,0.58,0.21,0.58,0.03,0.0,0.03,0.0,1
4323,1,22,9,320,1092,1,5,5,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4324,1,12,5,0,0,0,240,5,0.02,0.06,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4325,1,22,9,174,5916,1,1,1,1.0,0.0,67,255,1.0,0.0,0.01,0.02,0.01,0.0,0.0,1
4326,1,22,9,214,663,1,12,13,1.0,0.0,88,255,1.0,0.0,0.01,0.03,0.0,0.0,0.0,1
4327,1,22,9,369,6193,1,1,1,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4328,1,4,5,0,0,0,203,9,0.04,0.07,255,20,0.08,0.08,0.0,0.0,1.0,1.0,0.0,0
4329,1,22,9,293,1040,1,6,9,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4330,1,22,9,323,1509,1,1,1,1.0,0.0,162,255,1.0,0.0,0.01,0.01,0.0,0.0,0.0,1
4331,1,18,9,234,769,1,1,1,1.0,0.0,255,29,0.11,0.02,0.0,0.0,0.0,0.0,0.0,1
4332,1,51,1,0,0,0,110,8,0.07,0.06,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,0
4333,2,40,9,145,105,0,1,1,1.0,0.0,255,1,0.0,0.63,0.9,0.0,0.0,0.0,0.0,1
4334,1,45,1,0,0,0,263,9,0.03,0.07,255,9,0.04,0.09,0.0,0.0,0.0,0.0,1.0,0
4335,1,22,9,197,1410,1,2,17,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4336,1,22,9,321,313,1,35,35,1.0,0.0,142,253,1.0,0.0,0.01,0.06,0.0,0.0,0.4,1
4337,1,56,9,188,38126,1,1,1,1.0,0.0,185,1,0.01,0.03,0.01,0.0,0.0,0.0,0.01,1
4338,1,45,5,0,0,0,98,5,0.05,0.06,255,5,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4339,1,45,1,0,0,0,112,7,0.06,0.08,255,7,0.03,0.09,0.0,0.0,0.0,0.0,1.0,0
4340,1,45,1,0,0,0,1,1,1.0,0.0,255,1,0.0,0.54,0.49,0.0,0.04,0.0,0.49,0
4341,1,22,9,228,990,1,32,34,1.0,0.0,74,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
4342,1,45,1,0,0,0,49,19,0.39,0.1,255,19,0.07,0.06,0.0,0.0,0.0,0.0,1.0,0
4343,1,22,9,264,8786,1,2,2,1.0,0.0,2,255,1.0,0.0,0.5,0.02,0.0,0.0,0.0,1
4344,1,22,9,220,1205,1,15,20,1.0,0.0,32,255,1.0,0.0,0.03,0.05,0.0,0.0,0.0,1
4345,1,45,3,0,0,0,130,3,0.02,0.36,255,3,0.01,0.18,0.51,0.0,0.37,0.67,0.14,0
4346,1,22,9,223,1816,1,5,9,1.0,0.0,5,255,1.0,0.0,0.2,0.06,0.0,0.0,0.0,1
4347,1,50,9,1203,333,1,1,1,1.0,0.0,137,167,0.56,0.03,0.01,0.01,0.0,0.0,0.0,1
4348,1,22,9,204,2674,1,13,13,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4349,2,11,9,44,86,0,115,116,0.99,0.02,255,241,0.95,0.01,0.0,0.0,0.0,0.0,0.0,1
4350,1,22,9,279,761,1,4,22,1.0,0.0,232,255,1.0,0.0,0.0,0.01,0.0,0.0,0.0,1
4351,1,45,5,0,0,0,131,19,0.15,0.06,255,34,0.13,0.07,0.0,0.0,1.0,1.0,0.0,0
4352,2,45,9,1,0,0,1,1,1.0,0.0,255,1,0.0,1.0,0.0,0.0,0.22,0.0,0.78,0
4353,1,19,9,554,0,1,1,1,1.0,0.0,3,118,0.67,0.67,0.67,0.03,0.0,0.01,0.0,1
4354,2,39,9,48,48,0,1,1,1.0,0.0,255,6,0.02,0.01,0.02,0.0,0.0,0.0,0.0,1
4355,1,34,5,0,0,0,95,15,0.16,0.05,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4356,1,45,5,0,0,0,125,8,0.06,0.05,255,8,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
4357,1,50,9,2078,332,1,1,2,1.0,0.0,27,169,0.78,0.07,0.04,0.02,0.0,0.0,0.0,1
4358,1,22,9,289,183,1,1,4,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4359,1,45,5,0,0,0,128,19,0.15,0.06,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
4360,1,31,5,0,0,0,267,24,0.09,0.05,255,24,0.09,0.05,0.0,0.0,1.0,1.0,0.0,0
4361,1,21,5,0,0,0,214,12,0.06,0.06,255,3,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
4362,1,45,5,0,0,0,189,1,0.01,0.07,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
4363,1,19,9,5319,0,1,5,5,1.0,0.0,133,32,0.17,0.04,0.17,0.06,0.0,0.0,0.0,1
4364,1,3,5,0,0,0,236,6,0.03,0.07,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4365,1,19,9,246,0,1,1,1,1.0,0.0,4,44,1.0,0.0,1.0,0.09,0.0,0.0,0.25,0
4366,1,24,1,0,0,0,277,10,0.04,0.06,255,10,0.04,0.08,0.0,0.0,0.0,0.0,1.0,0
4367,1,45,5,0,0,0,102,8,0.08,0.06,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
4368,1,22,1,0,0,0,1,3,1.0,0.0,47,56,1.0,0.0,0.02,0.04,0.0,0.0,0.43,1
4369,1,50,9,5518,471,1,1,1,1.0,0.0,71,122,0.18,0.04,0.01,0.02,0.03,0.0,0.69,1
4370,1,22,9,250,1155,1,2,2,1.0,0.0,72,255,1.0,0.0,0.01,0.05,0.0,0.0,0.0,1
4371,1,45,5,0,0,0,93,20,0.22,0.06,255,20,0.08,0.05,0.0,0.0,1.0,1.0,0.0,0
4372,1,25,1,0,0,0,227,12,0.05,0.07,255,12,0.05,0.08,0.0,0.0,0.0,0.0,1.0,0
4373,1,19,9,16115,0,1,4,4,1.0,0.0,124,45,0.36,0.02,0.36,0.0,0.0,0.0,0.0,1
4374,1,45,5,0,0,0,96,4,0.04,0.06,255,4,0.02,0.09,0.0,0.0,1.0,1.0,0.0,0
4375,2,11,9,43,75,0,173,173,1.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
4376,1,45,5,0,0,0,160,2,0.01,0.06,255,17,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
4377,1,5,5,0,0,0,92,18,0.2,0.07,255,18,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
4378,1,50,9,2546,388,1,1,1,1.0,0.0,255,3,0.01,0.02,0.0,0.0,0.98,0.0,0.0,1
4379,2,11,9,33,88,0,1,8,1.0,0.0,30,22,0.73,0.07,0.03,0.0,0.0,0.0,0.0,1
4380,1,45,5,0,0,0,120,3,0.03,0.06,255,18,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
4381,1,30,5,0,0,0,96,4,0.04,0.06,255,4,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4382,1,50,9,1348,329,1,2,3,0.5,1.0,69,46,0.67,0.07,0.01,0.0,0.0,0.0,0.0,1
4383,1,50,9,841,325,1,1,1,1.0,0.0,30,119,0.53,0.17,0.07,0.02,0.0,0.0,0.0,1
4384,1,22,9,221,392,1,22,30,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4385,1,48,5,0,0,0,201,1,0.0,0.06,255,1,0.0,0.07,0.0,0.0,1.0,1.0,0.0,0
4386,1,19,9,151,0,1,2,3,1.0,0.0,180,101,0.51,0.03,0.51,0.02,0.0,0.0,0.0,1
4387,1,22,9,280,327,1,2,77,1.0,0.0,99,255,1.0,0.0,0.01,0.01,0.0,0.0,0.01,1
4388,2,40,9,1,0,0,37,4,0.11,0.11,255,4,0.02,0.07,1.0,0.0,0.0,0.0,0.0,0
4389,1,26,5,0,0,0,24,19,0.79,0.08,255,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
4390,1,45,5,0,0,0,111,13,0.12,0.06,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4391,1,48,5,0,0,0,224,13,0.06,0.06,255,13,0.05,0.08,0.0,0.0,1.0,1.0,0.0,0
4392,1,50,9,747,386,1,1,2,1.0,0.0,246,129,0.49,0.01,0.0,0.02,0.81,0.78,0.0,1
4393,1,20,5,0,0,0,285,12,0.04,0.06,255,12,0.05,0.07,0.0,0.0,1.0,1.0,0.0,0
4394,1,22,9,415,235,1,6,18,1.0,0.0,65,255,1.0,0.0,0.02,0.04,0.0,0.0,0.0,1
4395,1,45,5,0,0,0,24,8,0.33,0.12,255,9,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
4396,1,19,9,245,0,1,2,2,1.0,0.0,210,2,0.01,0.48,0.01,0.0,0.0,0.0,0.0,1
4397,1,6,1,0,0,0,275,18,0.07,0.06,255,18,0.07,0.07,0.0,0.0,0.0,0.0,1.0,0
4398,1,19,9,12,0,1,1,1,1.0,0.0,76,74,0.47,0.05,0.47,0.03,0.04,0.0,0.01,1
4399,1,22,9,281,406,1,1,17,1.0,0.0,1,255,1.0,0.0,1.0,0.06,0.0,0.0,0.0,1
4400,0,13,9,8,0,0,1,8,1.0,0.0,2,152,1.0,0.0,1.0,0.5,0.0,0.0,0.0,0
4401,1,45,5,0,0,0,282,17,0.06,0.06,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
4402,1,45,5,0,0,0,213,12,0.06,0.07,255,9,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
4403,2,11,9,43,127,0,79,159,1.0,0.0,255,254,1.0,0.01,0.0,0.0,0.0,0.0,0.0,1
4404,1,19,9,832,0,1,1,1,1.0,0.0,3,11,1.0,0.0,1.0,0.18,0.0,0.0,0.0,0
4405,1,45,5,0,0,0,111,5,0.05,0.07,255,15,0.06,0.06,0.0,0.0,1.0,1.0,0.0,0
4406,1,50,9,3001,640,1,1,2,1.0,0.0,255,133,0.52,0.01,0.0,0.0,0.73,0.75,0.0,1
4407,1,22,9,399,9572,1,6,6,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4408,1,56,5,0,0,0,4,4,1.0,0.0,86,46,0.53,0.02,0.01,0.0,0.98,0.96,0.0,0
4409,2,40,9,516,4,0,284,284,1.0,0.0,255,255,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4410,2,11,9,44,44,0,3,5,1.0,0.0,255,252,0.99,0.01,0.01,0.0,0.0,0.0,0.0,1
4411,1,22,9,306,1072,1,6,25,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4412,1,63,5,0,0,0,137,9,0.07,0.07,255,6,0.02,0.06,0.0,0.0,1.0,1.0,0.0,0
4413,1,45,5,0,0,0,269,8,0.03,0.06,255,25,0.1,0.06,0.0,0.0,1.0,1.0,0.0,0
4414,1,45,5,0,0,0,206,21,0.1,0.05,255,21,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
4415,1,56,5,0,0,0,261,13,0.05,0.05,255,13,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
4416,1,45,5,0,0,0,134,4,0.03,0.07,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
4417,1,22,9,319,6534,1,25,25,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4418,2,45,9,1,0,0,134,114,0.85,0.03,255,156,0.61,0.05,1.0,0.0,0.0,0.0,0.0,0
4419,1,45,5,0,0,0,198,19,0.1,0.06,255,2,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
4420,1,60,5,0,0,0,117,12,0.1,0.06,255,12,0.05,0.06,0.0,0.0,1.0,1.0,0.0,0
4421,1,19,5,0,0,0,254,13,0.05,0.06,255,9,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
4422,1,24,5,0,0,0,276,10,0.04,0.06,255,10,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
4423,1,45,5,0,0,0,107,20,0.19,0.06,255,19,0.07,0.06,0.0,0.0,1.0,1.0,0.0,0
4424,2,45,9,105,146,0,1,1,1.0,0.0,24,24,1.0,0.0,0.04,0.0,0.0,0.0,0.0,1
4425,1,22,9,250,4137,1,28,28,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4426,1,22,9,216,1726,1,21,21,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4427,2,11,9,44,44,0,205,205,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4428,1,22,9,235,4097,1,2,2,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.01,0.01,0.0,1
4429,1,43,5,0,0,0,108,8,0.07,0.07,255,8,0.03,0.07,0.0,0.0,1.0,1.0,0.0,0
4430,1,50,9,810,333,1,2,1,0.5,1.0,52,47,0.67,0.12,0.02,0.04,0.0,0.0,0.0,1
4431,1,22,9,237,1582,1,5,5,1.0,0.0,22,255,1.0,0.0,0.05,0.03,0.0,0.0,0.0,1
4432,1,22,9,331,6827,1,18,20,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4433,1,45,5,0,0,0,82,1,0.01,0.07,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
4434,1,33,5,0,0,0,278,16,0.06,0.05,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4435,1,22,9,236,540,1,11,11,1.0,0.0,31,255,1.0,0.0,0.03,0.01,0.0,0.0,0.0,1
4436,1,27,5,0,0,0,77,16,0.21,0.05,255,16,0.06,0.05,0.0,0.0,1.0,1.0,0.0,0
4437,0,14,9,30,0,0,2,2,1.0,0.0,194,194,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4438,0,14,9,1032,0,0,511,511,1.0,0.0,255,50,0.2,0.17,0.2,0.0,0.0,0.0,0.0,0
4439,2,45,9,1,0,0,7,2,0.29,0.43,255,2,0.01,0.76,0.27,0.0,0.03,0.0,0.7,0
4440,1,45,5,0,0,0,126,20,0.16,0.06,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
4441,1,37,5,0,0,0,149,19,0.13,0.05,255,19,0.07,0.05,0.0,0.0,1.0,1.0,0.0,0
4442,2,11,9,45,129,0,74,154,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4443,2,40,9,147,105,0,1,1,1.0,0.0,255,1,0.0,0.66,0.95,0.0,0.0,0.0,0.0,1
4444,1,22,9,244,1088,1,24,40,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4445,1,22,1,0,0,0,1,1,1.0,0.0,4,255,1.0,0.0,0.25,0.07,0.0,0.0,1.0,1
4446,0,14,9,1032,0,0,511,511,1.0,0.0,255,240,0.94,0.02,0.94,0.0,0.0,0.0,0.05,0
4447,1,19,5,0,0,0,203,18,0.09,0.06,255,18,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
4448,1,45,4,0,0,0,1,1,1.0,0.0,198,1,0.01,0.51,0.51,0.0,0.0,0.0,0.5,0
4449,1,22,9,283,835,1,20,21,1.0,0.0,20,255,1.0,0.0,0.05,0.02,0.0,0.0,0.0,1
4450,1,7,1,0,0,0,195,2,0.01,0.07,255,2,0.01,0.08,0.0,0.0,0.0,0.0,1.0,0
4451,1,34,5,0,0,0,105,14,0.13,0.06,255,14,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
4452,1,45,1,0,0,0,193,14,0.07,0.06,255,14,0.05,0.07,0.0,0.0,0.0,0.0,1.0,0
4453,1,22,9,165,16129,1,4,4,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4454,2,11,9,88,0,0,1,2,1.0,0.0,4,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4455,1,22,1,0,0,0,1,1,1.0,0.0,161,255,1.0,0.0,0.01,0.04,0.0,0.0,0.68,1
4456,1,22,9,260,737,1,6,6,1.0,0.0,78,212,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
4457,2,45,9,105,147,0,1,1,1.0,0.0,179,177,0.99,0.01,0.01,0.0,0.0,0.0,0.0,1
4458,1,45,5,0,0,0,149,7,0.05,0.07,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
4459,1,45,5,0,0,0,261,18,0.07,0.06,255,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
4460,1,45,5,0,0,0,105,7,0.07,0.06,255,8,0.03,0.08,0.0,0.0,1.0,1.0,0.0,0
4461,1,22,9,251,173,1,1,1,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4462,2,45,9,28,0,0,192,92,0.48,0.04,255,92,0.36,0.64,0.36,0.0,0.09,0.0,0.55,0
4463,1,22,9,307,760,1,1,8,1.0,0.0,5,255,1.0,0.0,0.2,0.03,0.0,0.0,0.0,1
4464,1,45,5,0,0,0,279,20,0.07,0.06,255,20,0.08,0.07,0.0,0.0,1.0,1.0,0.0,0
4465,2,11,9,43,69,0,118,118,1.0,0.0,255,224,0.88,0.01,0.0,0.0,0.0,0.0,0.0,1
4466,2,11,9,43,43,0,70,152,1.0,0.0,255,254,1.0,0.01,0.01,0.0,0.0,0.0,0.0,1
4467,1,22,1,0,0,0,1,1,1.0,0.0,137,93,0.68,0.02,0.01,0.0,0.0,0.0,0.68,1
4468,1,22,9,335,1721,1,9,9,1.0,0.0,33,255,1.0,0.0,0.03,0.06,0.0,0.0,0.0,1
4469,1,45,5,0,0,0,283,18,0.06,0.06,255,10,0.04,0.08,0.0,0.0,1.0,1.0,0.0,0
4470,1,56,5,0,0,0,3,2,0.67,0.67,255,22,0.09,0.08,0.0,0.0,1.0,1.0,0.0,0
4471,0,59,9,182,0,0,2,1,0.5,1.0,255,6,0.02,0.01,0.04,0.0,0.0,0.0,0.0,1
4472,1,25,5,0,0,0,294,2,0.01,0.05,255,2,0.01,0.05,0.0,0.0,1.0,1.0,0.0,0
4473,1,22,9,182,411,1,1,1,1.0,0.0,14,255,1.0,0.0,0.07,0.03,0.0,0.0,0.0,1
4474,1,50,9,758,328,1,1,3,1.0,0.0,43,190,0.63,0.09,0.02,0.02,0.0,0.0,0.0,1
4475,1,45,1,0,0,0,1,1,1.0,0.0,255,1,0.0,0.27,0.24,0.0,0.0,0.0,0.25,0
4476,1,22,5,0,0,0,258,7,0.03,0.06,255,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
4477,2,11,9,42,42,0,7,11,1.0,0.0,255,247,0.97,0.01,0.0,0.0,0.0,0.0,0.0,1
4478,1,22,9,243,5907,1,13,13,1.0,0.0,195,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
4479,1,22,9,273,985,1,9,9,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4480,1,50,9,1828,376,1,1,2,1.0,0.0,255,163,0.64,0.02,0.0,0.0,0.0,0.0,0.0,1
4481,1,22,9,189,277,1,1,5,1.0,0.0,5,255,1.0,0.0,0.2,0.07,0.0,0.01,0.0,1
4482,1,22,5,0,0,0,260,31,0.07,0.07,255,17,0.07,0.07,0.0,0.0,1.0,1.0,0.0,0
4483,1,45,5,0,0,0,227,3,0.01,0.07,255,3,0.01,0.06,0.0,0.0,1.0,1.0,0.0,0
4484,1,22,9,215,1364,1,8,12,1.0,0.0,84,255,1.0,0.0,0.01,0.07,0.0,0.0,0.0,1
4485,2,11,9,45,78,0,144,144,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,1
4486,1,19,9,491,0,0,2,2,1.0,0.0,124,22,0.18,0.04,0.18,0.0,0.0,0.0,0.03,1
4487,2,11,9,46,135,0,67,147,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4488,0,13,9,8,0,0,1,24,1.0,0.0,3,55,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
4489,2,40,9,146,105,0,1,1,1.0,0.0,255,2,0.01,0.57,0.81,0.0,0.0,0.0,0.0,1
4490,1,19,9,567,0,0,1,1,1.0,0.0,78,75,0.4,0.04,0.4,0.03,0.0,0.0,0.0,1
4491,1,22,9,214,1099,1,33,34,1.0,0.0,33,255,1.0,0.0,0.03,0.04,0.0,0.0,0.0,1
4492,2,39,9,48,48,0,1,1,1.0,0.0,213,20,0.09,0.01,0.09,0.0,0.0,0.0,0.0,1
4493,0,13,9,18,0,0,1,1,1.0,0.0,2,130,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
4494,1,19,9,88382,0,1,19,19,1.0,0.0,255,25,0.1,0.02,0.1,0.0,0.0,0.0,0.76,1
4495,1,24,5,0,0,0,283,12,0.04,0.06,255,2,0.01,0.07,0.0,0.0,1.0,1.0,0.0,0
4496,1,45,5,0,0,0,251,7,0.03,0.06,255,10,0.04,0.07,0.0,0.0,1.0,1.0,0.0,0
4497,1,19,9,383,0,0,2,2,1.0,0.0,151,26,0.17,0.03,0.17,0.0,0.0,0.0,0.05,1
4498,1,50,9,2602,330,1,1,2,1.0,0.0,39,149,0.69,0.08,0.03,0.02,0.03,0.01,0.0,1
4499,1,15,5,0,0,0,135,20,0.15,0.05,255,20,0.08,0.06,0.0,0.0,1.0,1.0,0.0,0
4500,1,17,2,0,0,0,258,7,0.03,0.07,255,7,0.03,0.07,0.0,0.0,0.0,0.0,1.0,0
4501,1,50,9,1447,334,1,1,1,1.0,0.0,133,92,0.69,0.04,0.01,0.0,0.0,0.0,0.0,1
4502,1,2,5,0,0,0,225,4,0.02,0.06,255,17,0.07,0.08,0.0,0.0,1.0,1.0,0.0,0
4503,0,14,9,520,0,0,461,461,1.0,0.0,20,20,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0
4504,1,40,1,0,0,0,511,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0
4505,1,56,5,0,0,0,54,13,0.24,0.07,255,29,0.11,0.06,0.0,0.0,1.0,1.0,0.0,0
4506,1,22,9,205,318,1,5,6,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4507,1,56,9,104,2328,1,1,1,1.0,0.0,25,6,0.08,0.2,0.04,0.33,0.0,0.0,0.0,1
4508,1,22,9,331,546,1,7,10,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4509,1,22,9,287,4009,1,2,2,1.0,0.0,8,255,1.0,0.0,0.12,0.05,0.0,0.01,0.0,1
4510,0,13,9,8,0,0,1,37,1.0,0.0,4,156,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
4511,1,22,9,327,3200,1,3,3,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4512,1,22,9,347,1366,1,7,7,1.0,0.0,63,255,1.0,0.0,0.02,0.03,0.0,0.0,0.0,1
4513,1,22,9,246,468,1,15,15,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4514,1,22,9,221,8440,1,16,21,1.0,0.0,16,255,1.0,0.0,0.06,0.06,0.0,0.0,0.0,1
4515,1,22,9,351,310,1,7,7,1.0,0.0,186,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
4516,1,45,5,0,0,0,277,14,0.05,0.04,255,14,0.05,0.05,0.0,0.0,1.0,1.0,0.0,0
4517,1,22,9,249,2093,1,1,18,1.0,0.0,14,255,1.0,0.0,0.07,0.04,0.0,0.0,0.0,1
4518,1,22,9,206,810,1,22,44,1.0,0.0,22,255,1.0,0.0,0.05,0.05,0.0,0.0,0.0,1
4519,0,13,9,8,0,0,1,42,1.0,0.0,1,53,1.0,0.0,1.0,0.26,0.0,0.0,0.0,0
4520,2,11,9,46,112,0,78,156,1.0,0.0,255,237,0.93,0.01,0.0,0.0,0.0,0.0,0.0,1
4521,1,45,5,0,0,0,167,1,0.01,0.08,255,16,0.06,0.07,0.0,0.0,1.0,1.0,0.0,0
4522,1,40,4,1,0,0,2,2,1.0,0.0,255,2,0.01,0.73,1.0,0.0,0.0,0.0,1.0,0
4523,1,22,9,236,2731,1,3,3,1.0,0.0,6,255,1.0,0.0,0.17,0.05,0.0,0.0,0.0,1
4524,1,45,5,0,0,0,123,2,0.02,0.07,255,7,0.03,0.06,0.0,0.0,1.0,1.0,0.0,0
4525,1,56,9,848,25323,1,1,1,1.0,0.0,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1
4526,1,18,5,0,0,0,257,6,0.02,0.06,255,6,0.02,0.07,0.0,0.0,1.0,1.0,0.0,0
4527,1,45,1,0,0,0,511,1,0.0,1.0,255,1,0.0,1.0,0.0,0.0,0.1,0.0,0.87,0
4528,1,22,1,0,0,0,1,2,1.0,0.0,45,251,1.0,0.0,0.02,0.08,0.0,0.0,0.98,1
4529,2,11,9,46,78,0,53,53,1.0,0.0,255,255,1.0,0.0,0.01,0.0,0.0,0.0,0.0,1
4530,1,22,9,293,4937,1,18,18,1.0,0.0,69,255,1.0,0.0,0.01,0.02,0.0,0.0,0.0,1
4531,1,50,9,1413,368,1,1,2,1.0,0.0,20,158,0.95,0.1,0.05,0.01,0.0,0.0,0.0,1
4532,1,58,4,0,0,0,1,1,1.0,0.0,85,1,0.01,0.45,0.44,0.0,0.07,0.0,0.41,0
4533,0,13,9,8,0,0,1,28,1.0,0.0,4,148,1.0,0.0,1.0,0.25,0.0,0.0,0.0,0
4534,1,22,9,260,9541,1,1,2,1.0,0.0,79,255,1.0,0.0,0.01,0.01,0.03,0.01,0.04,1
4535,1,56,2,5281,14895,1,1,1,1.0,0.0,74,20,0.27,0.08,0.01,0.0,0.01,0.05,0.09,1
4536,1,22,9,213,3276,1,14,14,1.0,0.0,255,255,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
4537,1,45,5,0,0,0,228,14,0.06,0.05,89,14,0.16,0.11,0.01,0.0,0.84,1.0,0.01,0
